id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
6136,Kentucky,1,0,Native American,40,Bachelor's degree,1,40,0,0,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6137,Minnesota,0,0,White,80,Some college,0,0,0,0,60,30,60,60,70,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6138,NA,0,0,White,49,Bachelor's degree,1,40,0,0,50,100,50,50,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6139,Texas,0,0,Asian,36,Bachelor's degree,1,40,NA,NA,70,70,60,50,85,70,70,40,70,30,40,60,70,70,50,50,0,1,1,0,Voted for Biden
6140,Minnesota,0,0,White,57,Some college,1,40,0,0,100,0,100,0,100,100,0,60,70,70,50,0,15,15,30,100,0,1,1,0,Voted for Biden
6141,California,1,0,Hispanic,29,Some college,0,20,0,0,50,50,50,50,50,100,100,50,50,50,50,60,50,100,50,50,0,0,NA,NA,Did not vote
6142,NA,1,0,Hispanic,34,Some college,1,NA,0,0,60,40,60,40,60,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6143,Arizona,1,0,White,63,Graduate degree,1,22,0,0,5,15,4,1,20,1,3,60,35,40,60,50,80,30,50,90,0,1,0,1,Voted for Trump
6144,NA,0,0,Hispanic,18,High school,1,24,0,0,100,0,NA,NA,85,100,0,100,50,100,40,50,40,50,100,100,0,0,NA,NA,Did not vote
6145,NA,0,0,White,41,Some college,1,32,0,0,30,60,40,50,40,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6146,Virginia,0,0,NA,NA,Bachelor's degree,1,65,0,0,0,100,15,85,0,0,60,25,0,50,60,90,60,30,90,60,1,1,NA,NA,Voted for third party
6147,Kentucky,1,0,White,30,Some college,0,38,0,0,15,85,0,100,0,0,70,75,70,60,50,70,60,50,60,50,0,1,0,1,Voted for Trump
6148,Utah,1,0,White,36,Some college,0,0,0,0,15,60,15,100,0,0,30,40,60,50,40,50,60,30,79,60,0,0,NA,NA,Did not vote
6149,Tennessee,0,0,White,NA,Graduate degree,0,0,0,0,30,70,15,85,15,2,70,NA,NA,30,50,NA,75,40,85,85,0,1,0,1,Voted for Trump
6150,NA,NA,NA,NA,28,Bachelor's degree,1,40,0,0,30,15,50,50,85,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6151,NA,0,0,Black,54,Some college,0,0,0,0,85,0,50,50,100,60,40,50,50,85,50,50,50,50,30,50,0,0,NA,NA,Did not vote
6152,Illinois,1,0,Hispanic,37,Bachelor's degree,0,40,0,0,10,100,0,100,0,0,70,30,20,40,60,100,85,15,95,80,0,1,0,1,Voted for Trump
6153,Florida,1,0,White,78,High school,0,0,0,0,75,75,60,85,50,60,70,50,50,70,50,70,85,70,100,100,0,1,NA,NA,Voted for third party
6154,Texas,1,0,Multiracial,38,Bachelor's degree,0,0,0,0,0,100,0,70,15,15,85,0,0,50,45,60,65,10,80,60,0,1,0,1,Voted for Trump
6155,California,1,1,Multiracial,28,Some college,0,45,0,0,30,0,60,0,70,50,50,85,15,100,0,15,30,30,0,100,0,1,1,0,Voted for Biden
6156,Washington,1,0,Asian,41,Some college,1,40,0,0,100,0,70,30,100,70,0,80,80,60,45,55,80,55,85,100,0,1,1,0,Voted for Biden
6157,Florida,0,0,White,57,Some college,1,35,0,0,40,70,30,50,50,30,85,70,50,40,70,50,60,70,85,85,0,1,0,1,Voted for Trump
6158,Texas,0,0,White,NA,Graduate degree,1,40,0,0,60,15,50,50,60,40,60,40,50,30,50,60,50,40,85,70,0,1,0,1,Voted for Trump
6159,North Carolina,1,0,White,36,Less than high school,1,25,0,0,0,85,0,70,0,0,70,60,40,70,70,85,60,60,85,70,0,1,0,1,Voted for Trump
6160,Missouri,0,0,Black,76,Less than high school,0,0,0,0,100,15,70,15,85,85,0,50,70,70,70,50,70,40,85,85,0,1,NA,NA,Voted for third party
6161,Hawaii,0,0,Asian,33,Bachelor's degree,0,20,0,0,50,50,50,50,70,50,50,70,70,70,50,60,50,70,70,70,0,0,NA,NA,Did not vote
6162,Colorado,0,0,White,51,Graduate degree,0,0,1,0,15,85,30,70,30,15,60,60,40,15,40,40,85,30,70,85,0,1,0,1,Voted for Trump
6163,Illinois,0,0,Black,59,Bachelor's degree,1,20,0,0,85,0,85,0,100,70,0,70,85,85,40,30,70,40,60,85,0,1,1,0,Voted for Biden
6164,Louisiana,1,0,White,69,Bachelor's degree,0,10,0,0,85,0,85,15,100,85,15,85,85,70,40,NA,40,40,70,85,0,1,1,0,Voted for Biden
6165,Washington,1,0,White,64,Bachelor's degree,1,40,0,0,70,0,20,0,85,60,0,80,70,65,15,10,15,40,15,80,0,1,1,0,Voted for Biden
6166,Maryland,1,0,Black,67,Some college,0,0,0,0,100,50,100,50,100,100,60,70,70,85,70,70,85,85,85,100,0,1,NA,NA,Voted for third party
6167,Arkansas,0,0,White,77,High school,0,0,0,0,15,100,0,100,15,15,85,50,30,50,60,85,70,30,85,50,0,1,0,1,Voted for Trump
6168,Alabama,1,0,White,34,High school,0,0,0,0,0,60,0,85,15,0,50,30,30,60,15,50,40,30,85,30,0,1,0,0,Voted for third party
6169,Massachusetts,1,0,White,57,Bachelor's degree,0,50,0,0,85,0,85,0,85,75,0,75,70,50,15,30,50,60,70,70,0,1,1,0,Voted for Biden
6170,Maryland,1,0,White,72,Some college,0,0,0,0,85,0,70,15,85,60,30,50,70,50,40,60,70,15,85,100,0,1,1,0,Voted for Biden
6171,North Carolina,0,0,White,42,Less than high school,1,65,0,0,0,60,50,50,50,50,50,0,0,100,50,75,0,0,0,0,0,1,0,1,Voted for Trump
6172,California,1,0,White,26,Bachelor's degree,0,20,0,0,60,60,50,40,85,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6173,Oklahoma,0,0,White,69,Some college,0,0,0,0,30,85,10,70,40,40,85,60,50,70,50,70,70,30,85,70,0,1,0,1,Voted for Trump
6174,Nevada,1,0,Hispanic,46,Some college,0,0,0,0,70,0,NA,NA,100,70,50,70,85,30,15,NA,60,60,85,85,0,1,1,0,Voted for Biden
6175,New York,0,0,White,36,Bachelor's degree,1,40,0,0,85,0,70,0,100,60,0,100,85,100,70,30,50,60,60,100,0,1,1,0,Voted for Biden
6176,Minnesota,0,0,White,69,Graduate degree,0,0,0,0,75,15,75,0,100,75,30,85,85,70,50,30,60,50,60,85,1,1,1,0,Voted for Biden
6177,Florida,0,1,Hispanic,50,Graduate degree,1,50,0,0,100,0,70,0,70,85,0,40,15,60,85,15,50,40,60,100,0,1,0,1,Voted for Trump
6178,Pennsylvania,1,0,White,49,Graduate degree,1,45,0,0,70,0,90,15,95,80,30,85,80,48,50,45,70,75,68,100,0,1,1,0,Voted for Biden
6179,Mississippi,0,0,White,50,Some college,0,0,0,0,15,100,0,100,0,0,70,50,0,40,60,85,60,40,85,60,0,1,0,1,Voted for Trump
6180,Texas,1,0,White,46,Bachelor's degree,1,11,0,0,0,85,15,85,15,0,85,40,30,85,70,85,85,70,100,70,1,1,0,1,Voted for Trump
6181,North Carolina,1,1,White,24,Some college,1,40,0,0,70,0,70,0,100,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6182,Florida,1,0,Black,71,Some college,0,0,0,0,95,65,95,70,100,85,70,70,70,100,100,70,70,70,70,100,0,1,1,0,Voted for Biden
6183,South Dakota,0,0,White,76,Some college,1,50,0,0,60,0,70,30,85,70,30,100,85,0,40,85,85,15,100,100,0,1,1,0,Voted for Biden
6184,Wisconsin,0,0,White,25,Some college,0,40,0,0,55,0,60,0,70,65,0,100,55,60,5,0,45,45,5,100,0,1,NA,NA,Voted for third party
6185,NA,1,1,White,28,Some college,0,20,0,0,15,15,15,15,85,50,50,60,50,50,50,50,50,50,30,60,0,0,NA,NA,Did not vote
6186,NA,1,0,White,37,Less than high school,1,36,0,0,0,70,50,50,100,50,50,50,50,60,50,50,50,50,60,60,0,0,NA,NA,Did not vote
6187,Mississippi,1,0,Black,70,Bachelor's degree,0,0,0,0,60,40,85,50,85,60,50,60,70,60,60,6,70,60,60,70,0,1,1,0,Voted for Biden
6188,NA,1,1,White,45,Bachelor's degree,0,50,0,0,0,60,30,70,60,30,40,100,70,50,70,70,70,50,85,85,0,0,NA,NA,Did not vote
6189,Nebraska,1,0,White,62,Some college,0,0,0,0,0,100,0,100,0,0,85,70,0,40,85,85,85,50,85,60,0,1,0,1,Voted for Trump
6190,Virginia,0,0,White,46,Bachelor's degree,1,50,0,0,85,0,85,0,85,60,0,85,70,60,40,15,40,15,60,100,0,1,1,0,Voted for Biden
6191,Tennessee,1,0,White,65,Graduate degree,0,4,0,0,40,85,0,80,50,30,70,60,30,20,50,60,80,50,80,80,0,1,0,1,Voted for Trump
6192,Illinois,1,0,White,65,Bachelor's degree,0,0,0,0,100,0,100,0,100,100,0,100,100,60,30,30,40,70,60,85,1,1,1,0,Voted for Biden
6193,District of Columbia,0,0,White,44,Bachelor's degree,1,40,0,0,85,0,85,0,100,55,0,85,85,65,60,35,50,20,40,90,0,1,1,0,Voted for Biden
6194,Virginia,1,0,White,28,Bachelor's degree,1,40,0,0,60,0,60,0,85,60,0,100,70,100,15,15,50,50,40,100,0,1,1,0,Voted for Biden
6195,Michigan,1,0,White,31,Graduate degree,1,40,0,0,60,15,50,50,100,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6196,Georgia,0,0,Black,30,Some college,0,0,0,0,50,NA,50,50,NA,50,15,50,0,60,0,50,50,50,15,50,0,1,1,0,Voted for Biden
6197,Connecticut,1,0,White,80,Graduate degree,0,2,0,0,30,85,20,100,50,15,70,40,15,60,40,70,60,40,85,60,0,1,0,1,Voted for Trump
6198,NA,1,0,White,41,Graduate degree,1,40,0,0,50,50,60,50,70,50,50,60,70,100,15,60,60,50,85,100,0,0,NA,NA,Did not vote
6199,Michigan,1,NA,White,58,Some college,1,40,0,1,90,0,90,2,99,80,10,85,85,100,16,30,70,60,70,100,0,1,1,0,Voted for Biden
6200,Georgia,0,0,White,29,Graduate degree,1,40,0,0,40,85,30,50,40,0,60,60,30,50,40,85,75,40,90,50,0,1,0,1,Voted for Trump
6201,Florida,1,0,White,78,Some college,0,0,0,0,0,85,0,100,40,0,85,70,40,70,70,100,70,30,70,100,1,1,0,1,Voted for Trump
6202,California,0,0,White,50,Bachelor's degree,1,40,0,0,85,0,85,0,100,70,0,85,85,85,40,40,40,40,40,100,0,1,1,0,Voted for Biden
6203,West Virginia,1,0,Multiracial,35,Some college,1,40,0,0,30,60,30,50,50,40,50,50,50,50,30,60,50,40,60,70,0,0,NA,NA,Did not vote
6204,Texas,0,0,White,75,Graduate degree,0,0,0,0,30,5,50,10,65,25,25,65,60,30,40,75,60,30,85,85,0,1,1,0,Voted for Biden
6205,Massachusetts,1,0,White,60,Bachelor's degree,1,50,0,0,60,15,60,40,70,50,40,50,40,30,70,60,40,40,70,80,0,1,1,0,Voted for Biden
6206,New Jersey,1,0,Black,45,Graduate degree,1,60,0,0,60,0,60,0,100,60,0,85,70,50,85,0,60,50,30,100,0,1,1,0,Voted for Biden
6207,Georgia,1,0,Black,74,Some college,0,0,0,0,85,15,85,0,100,70,15,85,75,80,60,50,77,70,73,100,1,1,1,0,Voted for Biden
6208,Texas,1,0,White,44,Bachelor's degree,0,0,0,0,0,85,0,90,15,0,90,30,15,40,30,100,70,70,85,60,0,1,0,1,Voted for Trump
6209,Michigan,0,0,White,35,Graduate degree,1,40,0,0,15,65,15,80,15,0,30,40,40,30,50,60,40,15,70,70,0,1,0,0,Voted for third party
6210,Hawaii,1,0,White,66,NA,0,0,0,0,30,85,0,100,30,30,70,70,15,30,70,70,85,30,100,85,0,1,0,1,Voted for Trump
6211,Tennessee,1,0,White,25,Bachelor's degree,1,70,0,0,50,0,NA,50,70,60,40,85,60,85,30,50,40,40,85,70,0,1,1,0,Voted for Biden
6212,Virginia,0,0,White,35,Bachelor's degree,1,40,0,0,15,60,40,60,30,15,60,40,30,40,40,70,50,30,70,50,0,1,0,1,Voted for Trump
6213,NA,1,0,White,19,Some college,1,30,0,0,0,100,0,100,0,0,100,0,50,30,50,100,NA,60,50,50,0,0,NA,NA,Did not vote
6214,Maryland,1,0,Black,NA,Graduate degree,1,40,0,0,100,50,100,50,100,100,50,85,60,85,70,60,85,85,85,85,0,1,1,0,Voted for Biden
6215,North Carolina,1,0,White,75,High school,0,0,0,0,15,85,50,50,50,50,50,50,50,50,50,70,100,70,85,50,0,0,NA,NA,Did not vote
6216,Tennessee,0,0,White,80,Some college,0,0,0,0,NA,NA,0,100,0,0,100,60,0,50,85,85,85,50,85,100,1,1,0,1,Voted for Trump
6217,Florida,0,0,White,37,Some college,1,47,0,0,60,70,30,50,30,0,50,50,60,50,60,60,50,50,60,60,0,1,0,1,Voted for Trump
6218,California,1,1,Multiracial,36,Some college,1,50,0,0,70,30,60,60,85,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6219,Michigan,1,0,White,63,High school,0,0,0,0,15,100,30,100,0,0,100,30,0,50,30,100,60,0,85,60,1,1,0,1,Voted for Trump
6220,Washington,0,0,Hispanic,NA,High school,0,0,0,0,85,30,85,30,85,85,30,NA,NA,30,50,NA,70,70,85,100,0,1,1,0,Voted for Biden
6221,Florida,1,0,White,28,Bachelor's degree,1,50,0,0,55,10,20,40,90,65,35,85,85,50,70,60,45,50,45,85,0,1,1,0,Voted for Biden
6222,Massachusetts,0,0,Asian,NA,Bachelor's degree,1,45,0,0,85,0,85,0,100,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6223,Wisconsin,0,0,White,71,Bachelor's degree,0,0,0,0,85,0,70,15,90,75,30,50,40,60,40,60,70,50,80,70,0,1,1,0,Voted for Biden
6224,Ohio,0,0,White,62,High school,1,40,0,0,15,100,30,85,30,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6225,Maryland,0,0,Black,59,Some college,1,80,0,1,100,0,70,15,100,70,0,50,50,85,30,40,30,50,40,100,0,0,NA,NA,Did not vote
6226,Minnesota,1,0,White,49,Some college,1,42,0,0,15,80,30,70,60,60,85,70,60,60,60,85,60,60,100,85,0,1,0,1,Voted for Trump
6227,Massachusetts,0,0,Native American,61,Graduate degree,1,50,0,0,77,15,78,25,88,66,11,40,60,40,30,40,50,40,70,80,0,1,0,1,Voted for Trump
6228,Texas,0,0,White,30,Some college,1,35,0,0,70,0,55,0,100,70,30,70,70,60,30,30,60,40,60,100,1,1,1,0,Voted for Biden
6229,California,0,0,White,75,Bachelor's degree,0,0,0,0,50,0,85,0,70,0,0,15,0,85,50,100,100,15,100,100,0,1,NA,NA,Voted for third party
6230,NA,0,0,White,68,Some college,1,40,0,0,0,100,0,100,0,0,70,15,30,60,85,100,100,30,100,85,0,0,NA,NA,Did not vote
6231,New York,0,0,Black,48,High school,0,40,0,0,80,0,75,20,100,80,10,50,60,60,30,60,60,30,15,70,0,1,1,0,Voted for Biden
6232,West Virginia,0,0,White,27,Graduate degree,1,30,0,0,70,0,75,20,90,60,15,50,60,50,30,40,70,40,70,85,0,1,1,0,Voted for Biden
6233,Pennsylvania,1,0,White,72,Some college,0,0,0,0,100,0,100,0,100,85,0,70,NA,85,15,50,40,30,70,85,1,1,1,0,Voted for Biden
6234,California,1,0,Asian,36,Bachelor's degree,1,40,0,0,70,0,60,15,85,70,30,60,50,50,50,40,50,40,70,85,0,1,1,0,Voted for Biden
6235,NA,1,0,White,29,Bachelor's degree,1,50,0,0,40,60,20,60,60,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6236,California,0,0,White,72,Bachelor's degree,0,0,0,0,60,15,85,30,85,60,15,85,70,60,40,40,60,60,70,85,0,1,1,0,Voted for Biden
6237,New York,0,0,Hispanic,NA,Some college,0,40,0,0,50,60,30,50,100,NA,NA,NA,NA,50,85,NA,85,85,60,70,0,1,0,0,Voted for third party
6238,Michigan,1,0,White,NA,High school,1,20,0,0,85,15,75,70,85,86,30,85,80,70,50,40,70,40,70,85,0,1,1,0,Voted for Biden
6239,NA,1,0,White,24,High school,0,0,0,0,30,60,20,30,100,40,60,85,85,70,100,60,85,85,85,100,0,1,1,0,Voted for Biden
6240,Missouri,1,0,White,44,Bachelor's degree,1,50,0,0,12,85,10,85,8,1,75,50,50,50,50,40,50,50,75,50,0,1,0,1,Voted for Trump
6241,NA,1,1,White,27,Some college,1,29,0,0,15,0,0,0,30,15,0,60,60,50,60,0,15,40,30,100,0,0,NA,NA,Did not vote
6242,Michigan,0,0,Black,50,Graduate degree,1,40,0,0,15,85,30,85,50,0,50,0,0,50,50,50,50,15,85,40,0,1,0,1,Voted for Trump
6243,Florida,1,0,White,54,Bachelor's degree,1,20,1,0,0,100,0,100,0,0,100,30,0,60,60,100,80,70,100,70,0,1,0,1,Voted for Trump
6244,Minnesota,1,0,White,30,Some college,1,40,0,0,50,60,50,50,60,40,70,60,15,50,50,50,50,50,70,60,0,1,0,1,Voted for Trump
6245,Tennessee,1,0,White,34,Bachelor's degree,1,40,0,0,0,70,0,70,15,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6246,Utah,0,0,White,NA,Graduate degree,1,55,0,0,50,0,40,70,75,20,20,NA,50,50,40,60,60,50,70,70,0,0,NA,NA,Did not vote
6247,Virginia,0,0,White,48,Some college,1,50,0,0,0,100,0,100,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6248,Wisconsin,1,0,White,74,High school,0,0,0,0,85,0,90,5,100,80,20,85,70,70,30,30,60,85,85,85,0,1,NA,NA,Voted for third party
6249,Illinois,0,0,Black,50,High school,1,42,0,0,60,0,50,15,85,60,50,60,50,50,50,50,60,50,85,85,0,1,1,0,Voted for Biden
6250,Georgia,0,0,White,56,Bachelor's degree,1,50,0,0,15,85,15,100,15,0,85,40,15,40,60,85,70,40,85,70,0,1,0,1,Voted for Trump
6251,Ohio,1,0,White,78,High school,0,0,0,0,0,100,0,70,30,0,60,50,0,15,60,100,85,15,85,100,0,1,0,1,Voted for Trump
6252,Arizona,0,0,White,45,Some college,1,20,0,0,85,0,85,0,85,70,15,50,50,100,50,50,50,50,80,100,0,1,1,0,Voted for Biden
6253,Arizona,0,0,Hispanic,40,High school,0,40,0,0,0,85,30,50,40,50,85,50,40,50,50,50,50,30,70,50,0,0,NA,NA,Did not vote
6254,Ohio,1,0,White,41,Bachelor's degree,1,50,0,0,70,0,85,15,100,70,15,100,85,60,40,15,40,30,40,100,0,1,1,0,Voted for Biden
6255,New Mexico,0,0,White,36,Bachelor's degree,1,40,0,0,85,0,85,0,100,70,0,60,60,60,0,0,30,30,15,70,0,1,1,0,Voted for Biden
6256,Florida,1,1,White,77,Some college,0,0,0,0,100,0,100,0,100,85,15,50,100,100,0,30,70,0,40,100,1,1,1,0,Voted for Biden
6257,NA,0,0,Hispanic,50,Bachelor's degree,1,40,0,0,40,60,50,50,60,40,85,30,50,60,70,50,85,15,85,100,0,0,NA,NA,Did not vote
6258,NA,0,0,White,48,Some college,1,46,0,0,NA,50,50,50,70,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,Did not vote
6259,Virginia,1,0,White,68,Bachelor's degree,1,30,0,0,70,0,85,0,70,60,0,50,75,50,10,50,50,40,75,80,0,1,1,0,Voted for Biden
6260,California,1,0,White,50,Some college,0,0,0,0,0,85,0,100,50,0,85,NA,0,85,30,70,100,NA,85,100,0,1,0,1,Voted for Trump
6261,NA,1,1,Hispanic,18,High school,0,0,0,0,NA,20,NA,NA,70,85,0,90,80,75,80,45,45,75,80,85,0,1,1,0,Voted for Biden
6262,Michigan,1,0,White,67,Some college,0,0,0,1,85,0,75,0,85,85,0,60,85,100,40,15,40,85,70,100,1,1,1,0,Voted for Biden
6263,Ohio,1,0,Hispanic,39,Some college,1,40,0,0,60,30,50,50,85,50,70,15,50,50,70,70,70,60,85,70,0,1,1,0,Voted for Biden
6264,NA,1,0,White,52,Some college,0,25,0,0,85,15,50,30,70,70,30,50,70,60,30,50,60,15,100,60,0,0,NA,NA,Did not vote
6265,Florida,1,0,White,73,Some college,0,0,0,0,70,0,70,0,60,60,40,70,30,40,30,60,60,40,80,70,0,1,1,0,Voted for Biden
6266,California,0,0,White,67,Graduate degree,1,50,1,0,0,100,0,100,0,0,100,70,50,0,70,85,85,60,85,85,1,1,0,1,Voted for Trump
6267,North Carolina,0,0,White,65,Graduate degree,1,40,0,1,70,0,60,30,85,30,30,40,60,40,50,40,85,30,70,70,0,1,1,0,Voted for Biden
6268,Minnesota,0,0,White,30,Bachelor's degree,1,50,0,0,95,5,60,40,95,75,40,100,60,85,70,60,60,50,100,100,0,1,1,0,Voted for Biden
6269,Virginia,1,0,White,71,Less than high school,0,0,0,0,0,85,0,100,0,0,70,40,0,40,50,85,85,70,85,85,1,1,0,1,Voted for Trump
6270,NA,0,0,White,55,Some college,0,32,0,0,0,0,0,0,0,60,0,100,60,100,60,100,0,0,0,100,0,0,NA,NA,Did not vote
6271,Pennsylvania,0,0,White,46,Graduate degree,1,10,0,0,0,0,0,1,0,0,0,80,2,96,0,10,0,0,30,100,0,1,0,0,Voted for third party
6272,NA,1,0,White,24,Bachelor's degree,0,40,0,0,30,25,70,0,51,55,75,95,55,60,60,60,80,70,90,100,0,1,1,0,Voted for Biden
6273,Connecticut,1,0,White,34,Some college,0,20,0,0,30,50,40,50,60,30,60,60,60,70,30,50,40,40,85,100,0,1,0,0,Voted for third party
6274,California,0,0,White,65,Bachelor's degree,0,35,0,0,85,0,85,30,100,85,NA,70,50,NA,65,NA,60,70,90,100,0,1,1,0,Voted for Biden
6275,Florida,1,0,White,80,Some college,0,0,0,0,0,75,30,100,60,50,50,30,0,50,85,100,85,30,100,85,0,1,0,1,Voted for Trump
6276,Texas,1,0,Black,52,Graduate degree,1,40,0,0,70,40,60,70,80,70,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6277,NA,0,0,Hispanic,23,Some college,0,40,0,0,50,85,70,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6278,New Jersey,0,0,Hispanic,50,Some college,0,40,0,0,0,100,0,100,20,0,100,30,0,70,85,100,85,85,100,85,0,1,0,1,Voted for Trump
6279,Nebraska,0,0,White,45,Some college,1,40,0,0,70,0,65,12,100,45,25,50,60,50,40,40,50,40,70,100,0,1,1,0,Voted for Biden
6280,New York,1,0,White,65,Some college,0,0,0,0,50,0,0,0,100,30,50,100,40,85,60,85,85,40,100,85,0,1,0,1,Voted for Trump
6281,Illinois,0,0,White,37,Graduate degree,0,50,0,0,80,0,90,20,90,75,25,70,65,85,20,30,60,40,45,80,0,1,1,0,Voted for Biden
6282,Oregon,0,0,White,29,Graduate degree,1,50,0,0,70,10,75,0,90,75,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6283,California,0,0,White,79,Bachelor's degree,0,0,0,1,85,0,85,15,100,70,30,85,85,85,60,40,60,40,70,100,1,1,1,0,Voted for Biden
6284,Michigan,1,0,White,67,Some college,1,56,0,1,100,0,100,0,100,85,15,85,50,100,NA,50,30,40,60,70,0,1,1,0,Voted for Biden
6285,Texas,1,0,White,NA,High school,0,0,0,0,40,85,30,60,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6286,California,0,0,Hispanic,50,Some college,0,0,0,0,0,95,0,95,0,0,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6287,Michigan,0,0,White,NA,High school,0,12,0,0,0,100,50,85,0,0,85,50,50,40,50,50,15,0,60,50,0,1,0,1,Voted for Trump
6288,Pennsylvania,1,0,White,71,Less than high school,0,0,0,0,70,50,85,50,70,70,30,60,70,85,60,85,85,85,85,85,0,1,1,0,Voted for Biden
6289,Texas,1,0,Black,37,Some college,1,55,0,0,63,10,75,25,80,60,45,85,80,75,25,70,50,60,60,90,0,1,NA,NA,Voted for third party
6290,Rhode Island,0,0,Asian,38,Bachelor's degree,1,40,0,0,70,0,85,0,85,60,0,60,40,70,50,15,15,15,30,100,0,1,1,0,Voted for Biden
6291,Ohio,1,0,White,44,Graduate degree,1,40,0,0,30,60,30,70,15,0,70,10,10,40,70,90,80,10,80,15,0,1,0,1,Voted for Trump
6292,North Carolina,1,0,White,37,Graduate degree,1,50,0,0,0,70,30,50,0,15,40,0,30,50,40,70,60,0,100,60,0,1,0,1,Voted for Trump
6293,Ohio,0,0,White,50,Bachelor's degree,1,60,0,0,15,100,0,70,60,0,100,60,40,45,70,60,80,35,80,50,0,1,0,1,Voted for Trump
6294,Michigan,0,0,White,45,High school,1,48,0,0,15,15,0,15,15,60,40,50,50,60,40,40,40,0,40,60,0,1,0,0,Voted for third party
6295,Nevada,1,0,Hispanic,41,Some college,1,36,0,0,100,0,100,0,100,85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6296,South Carolina,1,0,White,NA,Some college,0,0,0,0,0,100,0,100,0,0,100,85,40,60,85,100,85,70,85,85,0,0,NA,NA,Did not vote
6297,Texas,0,0,White,73,Graduate degree,1,50,0,0,85,0,85,0,100,70,0,100,100,100,30,15,40,30,70,100,0,1,1,0,Voted for Biden
6298,Arkansas,1,0,Black,23,High school,0,40,0,0,50,0,85,50,100,85,0,50,50,50,50,50,50,50,50,50,0,1,1,0,Voted for Biden
6299,California,0,0,Hispanic,59,High school,0,40,0,0,85,30,40,0,100,85,0,75,75,80,85,0,90,75,90,100,0,0,NA,NA,Did not vote
6300,Virginia,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,0,1,0,1,Voted for Trump
6301,Virginia,1,0,White,39,Graduate degree,1,40,0,1,85,0,85,15,100,70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
6302,Tennessee,1,0,White,67,Some college,0,0,0,0,0,100,0,100,0,30,70,50,40,70,40,60,85,60,70,60,0,1,0,1,Voted for Trump
6303,NA,0,NA,White,46,NA,1,40,0,0,0,85,0,70,50,15,70,40,50,70,30,60,85,30,85,70,0,0,NA,NA,Did not vote
6304,Oregon,0,0,White,67,Graduate degree,0,0,0,0,40,0,30,30,40,15,15,50,50,15,70,50,70,0,70,50,0,1,1,0,Voted for Biden
6305,Ohio,1,0,White,54,Less than high school,0,0,0,0,15,100,0,100,0,0,85,70,85,60,85,85,100,85,100,70,0,0,NA,NA,Did not vote
6306,Indiana,1,0,White,59,High school,1,40,0,0,85,60,70,60,70,50,50,50,0,70,40,40,40,40,70,60,0,1,NA,NA,Voted for third party
6307,Virginia,0,0,White,80,Bachelor's degree,0,0,0,0,85,0,85,15,85,70,15,70,70,60,60,70,70,60,70,85,0,1,1,0,Voted for Biden
